gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	EC-cells SCG2	M-X-cells MLN,GHRL	G-K-cells GAST,GIP	Enterocytes	Paneth cells	EC-cells CHGA,REG4	Stem cells	L-cells NTS	L-cells PYY or D-cells SST	L-cells	D-cells SST	EC-cells TPH1,REG4
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.0	0.006	0.026	0.0	0.0	0.0	0.0	0.015	0.004	0.002	0.0	0.0
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	0.035	0.019	0.0	0.0	0.023	0.009	0.0	0.049	0.015	0.006	0.014	0.0
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.012	0.037	0.039	0.015	0.012	0.026	0.023	0.019	0.015	0.0	0.0	0.0
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	1.365	1.525	1.645	0.193	1.13	1.138	0.221	1.336	0.718	0.371	0.34	0.808
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.018	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.018	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.018	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.106	0.117	0.092	0.003	0.0	0.241	0.003	0.03	0.104	0.0	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.018	0.0	0.0	0.006	0.0	0.0	0.003	0.0	0.004	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.329	2.026	1.579	0.045	0.111	0.811	0.064	0.615	0.685	1.037	0.264	0.517
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	0.629	0.877	1.0	0.229	0.439	0.397	0.087	0.502	0.313	0.303	0.41	0.423
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS074CF011C	0.0	0.0	0.013	0.012	0.0	0.0	0.017	0.015	0.002	0.004	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.065	0.123	0.132	0.006	0.041	0.078	0.007	0.128	0.035	0.02	0.007	0.098
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.065	0.123	0.132	0.006	0.041	0.078	0.007	0.128	0.035	0.02	0.007	0.098
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.094	0.142	0.066	0.027	0.047	0.112	0.057	0.109	0.062	0.009	0.0	0.043
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.094	0.142	0.066	0.027	0.047	0.112	0.057	0.109	0.062	0.009	0.0	0.043
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.012	0.019	0.066	0.0	0.023	0.0	0.0	0.008	0.025	0.002	0.0	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.012	0.031	0.039	0.003	0.029	0.06	0.007	0.053	0.05	0.026	0.0	0.064
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.065	0.123	0.132	0.006	0.041	0.078	0.007	0.128	0.035	0.02	0.007	0.098
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.065	0.123	0.132	0.006	0.041	0.078	0.007	0.128	0.035	0.02	0.007	0.098
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	8.947	12.849	21.208	0.714	4.358	5.653	0.799	5.924	5.6	4.532	4.428	3.281
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	0.282	0.37	0.553	0.03	0.351	0.06	0.201	0.2	0.075	0.031	0.042	0.06
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.282	0.37	0.553	0.03	0.351	0.06	0.201	0.2	0.075	0.031	0.042	0.06
INS	P01308	False	INS_HUMAN		CPI-SS0323A2952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.018	0.012	0.0	0.009	0.0	0.017	0.003	0.004	0.004	0.0	0.0	0.004
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.082	0.117	0.171	0.012	0.152	0.034	0.033	0.4	0.017	0.015	0.0	0.004
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	0.282	0.37	0.553	0.03	0.351	0.06	0.201	0.2	0.075	0.031	0.042	0.06
INS	P01308	False	INS_HUMAN		CPI-SS0EF2E7F3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.082	0.117	0.171	0.012	0.152	0.034	0.033	0.4	0.017	0.015	0.0	0.004
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.012	0.012	0.0	0.0	0.006	0.0	0.003	0.004	0.002	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.012	0.031	0.039	0.003	0.041	0.009	0.017	0.034	0.004	0.007	0.007	0.013
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.0	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.013
INS	P01308	False	INS_HUMAN		CPI-SS06908C6CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.0	0.71	0.0	0.262	0.152	0.897	0.706	9.507	43.084	89.505	0.731	0.714
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.006	0.012	0.0	0.009	0.0	0.0	0.02	0.011	0.01	0.002	0.0	0.009
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.013
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0	0.012	0.0	0.006	0.0	0.017	0.013	0.0	0.002	0.004	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.0	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.013
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	0.012	0.099	0.0	0.0	0.012	0.052	0.007	0.034	0.006	0.002	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.006	0.025	0.0	0.0	0.006	0.0	0.003	0.008	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS088C1035B	0.0	0.012	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS09A36B221	0.012	0.099	0.0	0.0	0.012	0.052	0.007	0.034	0.006	0.002	0.0	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	3.473	3.88	6.559	0.47	2.225	1.819	0.719	3.206	1.893	1.323	1.403	1.783
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	2.33	1.723	2.527	0.157	0.509	1.733	0.177	1.442	1.033	0.561	0.556	1.124
BDNF	P23560	False	BDNF_HUMAN		CPI-SS03F0B666C	0.012	0.099	0.0	0.0	0.012	0.052	0.007	0.034	0.006	0.002	0.0	0.0
IFNA8	P32881	False	IFNA8_HUMAN		CPI-SC09AF1889C	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0
IFNE	Q86WN2	False	IFNE_HUMAN		CPI-SC0859FAC25	0.006	0.012	0.013	0.0	0.012	0.017	0.007	0.008	0.01	0.002	0.0	0.013
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS04A8E4200	0.012	0.006	0.0	0.006	0.0	0.0	0.003	0.019	0.004	0.0	0.0	0.0
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.518	0.469	0.421	0.027	0.006	0.31	0.03	0.068	0.324	0.107	0.062	0.53
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS0518D683C	0.012	0.006	0.0	0.006	0.0	0.0	0.003	0.019	0.004	0.0	0.0	0.0
ADIPOQ	Q15848	False	ADIPO_HUMAN		CPI-SS06E42DB13	0.012	0.006	0.0	0.006	0.0	0.0	0.003	0.019	0.004	0.0	0.0	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.0	0.006	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.912	0.506	1.197	0.069	0.427	0.586	0.1	0.623	0.226	0.103	0.139	0.667
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.035	0.16	0.013	0.021	0.0	0.138	0.003	0.038	0.083	0.018	0.021	0.064
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	1.471	1.543	2.408	0.196	0.989	1.276	0.355	1.975	0.859	0.851	0.757	0.987
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.0	0.006	0.013	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.0	0.006	0.013	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.0	0.006	0.013	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	0.341	0.525	0.816	0.087	0.433	0.328	0.107	0.6	0.228	0.138	0.243	0.132
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.0	0.179	0.0	0.003	0.0	0.0	0.003	0.0	0.002	0.017	0.0	0.004
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.006	0.006	0.0	0.0	0.029	0.0	0.01	0.034	0.006	0.004	0.0	0.004
INS	P01308	False	INS_HUMAN		CPI-SS05E4B1EBC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.006	0.025	0.066	0.018	0.041	0.043	0.01	0.034	0.025	0.041	0.028	0.009
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.0	0.006	0.013	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.0	0.0	0.026	0.015	0.018	0.009	0.007	0.03	0.019	0.002	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.836	0.228	1.171	0.063	0.029	0.94	0.033	0.434	0.72	1.299	0.375	0.957
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.0	0.006	0.0	0.0	0.0	0.009	0.003	0.0	0.0	0.0	0.0	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.0	0.006	0.0	0.0	0.0	0.009	0.003	0.0	0.0	0.0	0.0	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.007	0.0
HLA-DRB1	HLADRB1	False	HLADRB1		CPI-SS0EF0750A7	0.041	0.025	0.039	0.003	0.018	0.0	0.0	0.011	0.004	0.006	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0A93C11C8	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS01BCB9360	0.029	0.056	0.224	0.003	0.0	0.017	0.017	0.064	0.116	0.09	0.194	0.034
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0BA3A1C3A	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.011	0.0	0.002	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C23EF34B	0.029	0.056	0.224	0.003	0.0	0.017	0.017	0.064	0.116	0.09	0.194	0.034
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.0	0.043	0.013	0.003	0.029	0.026	0.007	0.113	0.01	0.006	0.014	0.021
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.0	0.043	0.013	0.003	0.029	0.026	0.007	0.113	0.01	0.006	0.014	0.021
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.082	0.068	0.053	0.0	0.0	0.017	0.003	0.004	0.035	0.011	0.021	0.034
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.0	0.043	0.013	0.003	0.029	0.026	0.007	0.113	0.01	0.006	0.014	0.021
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.082	0.068	0.053	0.0	0.0	0.017	0.003	0.004	0.035	0.011	0.021	0.034
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.0	0.043	0.013	0.003	0.029	0.026	0.007	0.113	0.01	0.006	0.014	0.021
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.082	0.068	0.053	0.0	0.0	0.017	0.003	0.004	0.035	0.011	0.021	0.034
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.0	0.019	0.013	0.0	0.0	0.017	0.0	0.143	0.008	0.002	0.0	0.017
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.082	0.068	0.197	0.003	0.047	0.112	0.01	0.136	0.073	0.05	0.021	0.051
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	1.294	1.216	1.776	0.145	0.45	1.207	0.09	1.314	0.749	0.448	0.278	1.317
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.047	0.043	0.118	0.006	0.006	0.043	0.003	0.121	0.008	0.013	0.035	0.013
FZD9	O00144	False	FZD9_HUMAN		CPI-SS030EDC420	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.006	0.0	0.0	0.0
FZD9	O00144	False	FZD9_HUMAN		CPI-SS09FF3A1EA	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.006	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.006	0.006	0.0	0.006	0.0	0.017	0.01	0.008	0.004	0.002	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.029	0.012	0.026	0.018	0.035	0.026	0.027	0.038	0.015	0.004	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS04587A7C5	0.006	0.006	0.0	0.006	0.0	0.017	0.01	0.008	0.004	0.002	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.094	0.266	0.105	0.03	0.281	0.034	0.117	0.647	0.073	0.042	0.076	0.021
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.029	0.012	0.026	0.018	0.035	0.026	0.027	0.038	0.015	0.004	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.0	0.71	0.0	0.262	0.152	0.897	0.706	9.507	43.084	89.505	0.731	0.714
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.012	0.0	0.0	0.009	0.006	0.009	0.02	0.011	0.006	0.002	0.0	0.009
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.006	0.019	0.0	0.0	0.041	0.0	0.003	0.008	0.0	0.004	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.024	0.012	0.026	0.0	0.047	0.0	0.003	0.0	0.0	0.002	0.007	0.0
GIP	P09681	False	GIP_HUMAN		CPI-SS018B35889	1.16	0.685	91.054	0.06	0.45	0.009	0.217	0.004	0.976	15.949	0.125	0.12
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.012	0.352	0.198	0.214	0.035	0.535	0.288	1.867	14.905	10.753	0.097	0.278
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0D377BBBF	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.004	0.004	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.094	0.111	0.092	0.012	0.252	0.069	0.171	0.242	0.095	0.02	0.0	0.09
CXCL1	P09341	False	GROA_HUMAN		CPI-SS08102DC9E	0.129	0.105	0.25	0.021	0.638	0.034	0.104	0.332	0.433	0.109	0.007	0.039
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	0.024	0.006	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.011	0.007	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.094	0.111	0.092	0.012	0.252	0.069	0.171	0.242	0.095	0.02	0.0	0.09
PPBP	P02775	False	CXCL7_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.015	0.0	0.0	0.0	0.0
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.147	0.16	0.237	0.012	0.386	0.06	0.137	0.321	0.083	0.035	0.035	0.026
GCG	P01275	False	GLUC_HUMAN		CPI-SS056993231	0.0	0.71	0.0	0.262	0.152	0.897	0.706	9.507	43.084	89.505	0.731	0.714
IAPP	P10997	False	IAPP_HUMAN		CPI-SS00D9A2FD0	0.006	0.012	0.0	0.009	0.0	0.0	0.02	0.011	0.01	0.002	0.0	0.009
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	0.0	0.0	0.0	0.0	0.0	0.026	0.003	0.004	0.064	0.007	0.306	0.026
CALCA	P06881	False	CALCA_HUMAN		CPI-SS0F531DDEB	0.0	0.0	0.0	0.0	0.0	0.026	0.003	0.004	0.064	0.007	0.306	0.026
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS062DED513	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.004	0.004	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.206	0.111	0.118	0.033	0.006	0.311	0.003	0.196	0.405	0.236	0.035	0.286
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS02CCE14A7	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.004	0.004	0.0	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A82945AA	0.012	0.352	0.198	0.214	0.035	0.535	0.288	1.867	14.905	10.753	0.097	0.278
PPY	P01298	False	PAHO_HUMAN		CPI-SS0A06F86B9	0.0	0.006	0.013	0.003	0.0	0.009	0.0	0.011	0.149	4.682	0.035	0.06
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.012	0.352	0.198	0.214	0.035	0.535	0.288	1.867	14.905	10.753	0.097	0.278
NPPA	P01160	False	ANF_HUMAN		CPI-SS04A7BCE8D	0.006	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.0	0.0	0.007	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS0230EE330	0.006	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.0	0.0	0.007	0.0
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0098B5107	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.004	0.004	0.0	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS021F26C73	0.206	0.111	0.118	0.033	0.006	0.311	0.003	0.196	0.405	0.236	0.035	0.286
ADCYAP1	P18509	False	PACA_HUMAN		CPI-SS0133239EA	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.004	0.004	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.088	0.068	0.132	0.024	0.094	0.207	0.02	0.31	0.046	0.017	0.049	0.06
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	20.208	16.025	34.486	1.317	4.098	12.224	1.315	6.456	10.274	8.814	8.465	9.742
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.053	0.284	0.105	0.003	0.012	0.009	0.0	0.026	0.133	0.19	0.181	0.013
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.565	0.364	0.395	0.06	0.012	0.948	0.043	0.366	0.23	0.164	0.208	0.633
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.0	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	20.208	16.025	34.486	1.317	4.098	12.224	1.315	6.456	10.274	8.814	8.465	9.742
WISP3	O95389	False	WISP3_HUMAN		CPI-SS0D3C90DDA	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.004
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.059	0.148	0.145	0.015	0.14	0.026	0.027	0.151	0.015	0.006	0.042	0.0
CER1	O95813	False	CER1_HUMAN		CPI-SS0014DB67C	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.088	0.068	0.132	0.024	0.094	0.207	0.02	0.31	0.046	0.017	0.049	0.06
